Respondent ID,Start Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Age,Gender,Household Income,Region,Device Type
11140751726,2019-11-13 09:21:05,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,No,Hispanic or Latino,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Fmr. HUD Secretary Julian Castro,,Sen. Kamala Harris,,Sen. Bernie Sanders,Sen. Elizabeth Warren,Rep. John Delaney,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,Rep. John Delaney,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,Fmr. HUD Secretary Julian Castro,,Sen. Kamala Harris,,Sen. Bernie Sanders,Sen. Elizabeth Warren,Rep. John Delaney,,,,,,,,,45-60,Male,$25000-$49999,South Atlantic,iOS Phone / Tablet
11140742016,2019-11-13 09:23:01,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,45-60,Male,$25000-$49999,Pacific,Android Phone / Tablet
11140737663,2019-11-13 09:24:33,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,,,,,,,,,,,Tom Steyer,,,,,,,Fmr. HUD Secretary Julian Castro,,,,,,,,,,,,,,,,,,Fmr. HUD Secretary Julian Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Steyer,,,,,Sen. Cory Booker,,,,,,,,,,,,,,,,,45-60,Male,$100000-$124999,Pacific,Android Phone / Tablet
11140736672,2019-11-13 09:24:09,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Sen. Cory Booker,Gov. Steve Bullock,Fmr. HUD Secretary Julian Castro,Rep. Tulsi Gabbard,Sen. Kamala Harris,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,South Bend Mayor Pete Buttigieg,Marianne Williamson,Andrew Yang,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,,Sen. Kamala Harris,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,Andrew Yang,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,Marianne Williamson,,,,,,,Fmr. V.P. Joe Biden,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,,Rep. Tulsi Gabbard,,,,,,,Marianne Williamson,,,,,,,> 60,Male,$25000-$49999,Middle Atlantic,Windows Desktop / Laptop
11140728348,2019-11-13 09:16:24,Yes I will likely vote in my state's Republican primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,Rep. Tulsi Gabbard,Sen. Kamala Harris,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,Rep. Tulsi Gabbard,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,,Sen. Kamala Harris,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,,,,Sen. Amy Klobuchar,,,,,,,,,,,,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,,Sen. Kamala Harris,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,South Bend Mayor Pete Buttigieg,,,,,,,,> 60,Male,$50000-$74999,South Atlantic,iOS Phone / Tablet
11140722698,2019-11-13 09:20:36,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Sen. Cory Booker,Gov. Steve Bullock,Fmr. HUD Secretary Julian Castro,Rep. Tulsi Gabbard,Sen. Kamala Harris,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,Rep. John Delaney,South Bend Mayor Pete Buttigieg,Marianne Williamson,Andrew Yang,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,Sen. Cory Booker,Gov. Steve Bullock,Fmr. HUD Secretary Julian Castro,Rep. Tulsi Gabbard,,Sen. Amy Klobuchar,,,,,,Andrew Yang,,,,,South Bend Mayor Pete Buttigieg,,,,,,Sen. Kamala Harris,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Marianne Williamson,,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,,Rep. Tulsi Gabbard,,,,,,,,Andrew Yang,,,,,,,,Gov. Steve Bullock,,,Sen. Kamala Harris,,Sen. Bernie Sanders,Sen. Elizabeth Warren,Rep. John Delaney,,Marianne Williamson,,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,45-60,Male,Prefer not to answer,South Atlantic,Windows Desktop / Laptop
11140715654,2019-11-13 09:17:34,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,Black or African American,I'm not sure at this time,Fmr. V.P. Joe Biden,,,Fmr. HUD Secretary Julian Castro,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,Fmr. HUD Secretary Julian Castro,,,,,,,,,,,,,,,,,,,
11140711675,2019-11-13 09:17:54,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,Rep. Tulsi Gabbard,Sen. Kamala Harris,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,South Bend Mayor Pete Buttigieg,,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,,Rep. Tulsi Gabbard,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,,Sen. Kamala Harris,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,South Bend Mayor Pete Buttigieg,,,,,Rep. Tulsi Gabbard,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,,Sen. Kamala Harris,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,South Bend Mayor Pete Buttigieg,,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,45-60,Male,$100000-$124999,Mountain,Windows Desktop / Laptop
11140702502,2019-11-13 09:11:32,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Black or African American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,Rep. Tulsi Gabbard,Sen. Kamala Harris,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,South Bend Mayor Pete Buttigieg,,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,,,,,Fmr. HUD Secretary Julian Castro,Rep. Tulsi Gabbard,Sen. Kamala Harris,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,Andrew Yang,,Tom Steyer,,,,45-60,Male,$10000-$24999,Middle Atlantic,Android Phone / Tablet
11140695708,2019-11-13 09:13:36,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,45-60,Male,$200000+,Middle Atlantic,iOS Phone / Tablet
